ano,cod_ibge,nome_municipio,uf,pib
2017,3118007,Congonhas - MG,MG,1646715
2017,3118106,Congonhas do Norte - MG,MG,38960
2017,3118205,Conquista - MG,MG,437631
2017,3118304,Conselheiro Lafaiete - MG,MG,2126337
2017,3118403,Conselheiro Pena - MG,MG,300297
2017,3118502,Consolação - MG,MG,24458
2017,3118601,Contagem - MG,MG,28995183
2017,3118700,Coqueiral - MG,MG,148656
2017,3118809,Coração de Jesus - MG,MG,200129
2017,3118908,Cordisburgo - MG,MG,92744
2017,3119005,Cordislândia - MG,MG,59070
2017,3119104,Corinto - MG,MG,316814
2017,3119203,Coroaci - MG,MG,92593
2017,3119302,Coromandel - MG,MG,883455
2017,3119401,Coronel Fabriciano - MG,MG,1648920
2017,3119500,Coronel Murta - MG,MG,80173
2017,3119609,Coronel Pacheco - MG,MG,42217
2017,3119708,Coronel Xavier Chaves - MG,MG,47145
2017,3119807,Córrego Danta - MG,MG,107199
2017,3119906,Córrego do Bom Jesus - MG,MG,33137
2017,3119955,Córrego Fundo - MG,MG,183148
2017,3120003,Córrego Novo - MG,MG,32151
2017,3120102,Couto de Magalhães de Minas - MG,MG,42115
2017,3120151,Crisólita - MG,MG,55269
2017,3120201,Cristais - MG,MG,194594
2017,3120300,Cristália - MG,MG,43398
2017,3120409,Cristiano Otoni - MG,MG,77088
2017,3120508,Cristina - MG,MG,181659
2017,3120607,Crucilândia - MG,MG,53757
2017,3120706,Cruzeiro da Fortaleza - MG,MG,92901
2017,3120805,Cruzília - MG,MG,220129
2017,3120839,Cuparaque - MG,MG,51354
2017,3120870,Curral de Dentro - MG,MG,57236
2017,3120904,Curvelo - MG,MG,1480736
2017,3121001,Datas - MG,MG,47615
2017,3121100,Delfim Moreira - MG,MG,95131
2017,3121209,Delfinópolis - MG,MG,161809
2017,3121258,Delta - MG,MG,346266
2017,3121308,Descoberto - MG,MG,72832
2017,3121407,Desterro de Entre Rios - MG,MG,118760
2017,3121506,Desterro do Melo - MG,MG,34797
2017,3121605,Diamantina - MG,MG,725770
2017,3121704,Diogo de Vasconcelos - MG,MG,30884
2017,3121803,Dionísio - MG,MG,76346
2017,3121902,Divinésia - MG,MG,44427
2017,3122009,Divino - MG,MG,225689
2017,3122108,Divino das Laranjeiras - MG,MG,47511
2017,3122207,Divinolândia de Minas - MG,MG,58379
2017,3122306,Divinópolis - MG,MG,6038548
2017,3122355,Divisa Alegre - MG,MG,123853
2017,3122405,Divisa Nova - MG,MG,92557
2017,3122454,Divisópolis - MG,MG,68903
2017,3122470,Dom Bosco - MG,MG,51114
2017,3122504,Dom Cavati - MG,MG,54518
2017,3122603,Dom Joaquim - MG,MG,43140
2017,3122702,Dom Silvério - MG,MG,82715
2017,3122801,Dom Viçoso - MG,MG,30418
2017,3122900,Dona Euzébia - MG,MG,85014
2017,3123007,Dores de Campos - MG,MG,271181
2017,3123106,Dores de Guanhães - MG,MG,110397
2017,3123205,Dores do Indaiá - MG,MG,212167
2017,3123304,Dores do Turvo - MG,MG,45608
2017,3123403,Doresópolis - MG,MG,61548
2017,3123502,Douradoquara - MG,MG,49720
2017,3123528,Durandé - MG,MG,86004
2017,3123601,Elói Mendes - MG,MG,596972
2017,3123700,Engenheiro Caldas - MG,MG,108083
2017,3123809,Engenheiro Navarro - MG,MG,70561
2017,3123858,Entre Folhas - MG,MG,49943
2017,3123908,Entre Rios de Minas - MG,MG,180640
2017,3124005,Ervália - MG,MG,276886
2017,3124104,Esmeraldas - MG,MG,676083
2017,3124203,Espera Feliz - MG,MG,395690
2017,3124302,Espinosa - MG,MG,274250
2017,3124401,Espírito Santo do Dourado - MG,MG,71599
2017,3124500,Estiva - MG,MG,240910
2017,3124609,Estrela Dalva - MG,MG,31256
2017,3124708,Estrela do Indaiá - MG,MG,95453
2017,3124807,Estrela do Sul - MG,MG,382046
2017,3124906,Eugenópolis - MG,MG,153812
2017,3125002,Ewbank da Câmara - MG,MG,39854
2017,3125101,Extrema - MG,MG,7527681
2017,3125200,Fama - MG,MG,40812
2017,3125309,Faria Lemos - MG,MG,53458
2017,3125408,Felício dos Santos - MG,MG,43113
2017,3125507,São Gonçalo do Rio Preto - MG,MG,32427
2017,3125606,Felisburgo - MG,MG,57825
2017,3125705,Felixlândia - MG,MG,209563
2017,3125804,Fernandes Tourinho - MG,MG,39131
2017,3125903,Ferros - MG,MG,110638
2017,3125952,Fervedouro - MG,MG,103788
2017,3126000,Florestal - MG,MG,110075
2017,3126109,Formiga - MG,MG,1619685
2017,3126208,Formoso - MG,MG,154429
2017,3126307,Fortaleza de Minas - MG,MG,67188
2017,3126406,Fortuna de Minas - MG,MG,36240
2017,3126505,Francisco Badaró - MG,MG,65934
2017,3126604,Francisco Dumont - MG,MG,58752
2017,3126703,Francisco Sá - MG,MG,302678
2017,3126752,Franciscópolis - MG,MG,71285
2017,3126802,Frei Gaspar - MG,MG,52811
2017,3126901,Frei Inocêncio - MG,MG,93086
2017,3126950,Frei Lagonegro - MG,MG,33557
2017,3127008,Fronteira - MG,MG,1057966
2017,3127057,Fronteira dos Vales - MG,MG,35781
2017,3127073,Fruta de Leite - MG,MG,38703
2017,3127107,Frutal - MG,MG,1842353
2017,3127206,Funilândia - MG,MG,51674
2017,3127305,Galiléia - MG,MG,83025
2017,3127339,Gameleiras - MG,MG,39049
2017,3127354,Glaucilândia - MG,MG,27283
2017,3127370,Goiabeira - MG,MG,36710
2017,3127388,Goianá - MG,MG,58057
2017,3127404,Gonçalves - MG,MG,59378
2017,3127503,Gonzaga - MG,MG,48236
2017,3127602,Gouveia - MG,MG,129207
2017,3127701,Governador Valadares - MG,MG,5887859
2017,3127800,Grão Mogol - MG,MG,285748
2017,3127909,Grupiara - MG,MG,27288
2017,3128006,Guanhães - MG,MG,617677
2017,3128105,Guapé - MG,MG,242778
2017,3128204,Guaraciaba - MG,MG,85963
2017,3128253,Guaraciama - MG,MG,39092
2017,3128303,Guaranésia - MG,MG,431590
2017,3128402,Guarani - MG,MG,120116
2017,3128501,Guarará - MG,MG,46503
2017,3128600,Guarda-Mor - MG,MG,339187
2017,3128709,Guaxupé - MG,MG,1914487
2017,3128808,Guidoval - MG,MG,100876
2017,3128907,Guimarânia - MG,MG,143587
2017,3129004,Guiricema - MG,MG,93261
2017,3129103,Gurinhatã - MG,MG,130291
2017,3129202,Heliodora - MG,MG,91418
2017,3129301,Iapu - MG,MG,100494
2017,3129400,Ibertioga - MG,MG,65087
2017,3129509,Ibiá - MG,MG,918417
2017,3129608,Ibiaí - MG,MG,65975
2017,3129657,Ibiracatu - MG,MG,42359
2017,3129707,Ibiraci - MG,MG,624818
2017,3129806,Ibirité - MG,MG,2170421
2017,3129905,Ibitiúra de Minas - MG,MG,49060
2017,3130002,Ibituruna - MG,MG,36473
2017,3130051,Icaraí de Minas - MG,MG,76096
2017,3130101,Igarapé - MG,MG,648054
2017,3130200,Igaratinga - MG,MG,339788
2017,3130309,Iguatama - MG,MG,321894
2017,3130408,Ijaci - MG,MG,334945
2017,3130507,Ilicínea - MG,MG,183540
2017,3130556,Imbé de Minas - MG,MG,60412
2017,3130606,Inconfidentes - MG,MG,95102
2017,3130655,Indaiabira - MG,MG,54935
2017,3130705,Indianópolis - MG,MG,438090
2017,3130804,Ingaí - MG,MG,58468
2017,3130903,Inhapim - MG,MG,290539
2017,3131000,Inhaúma - MG,MG,99797
2017,3131109,Inimutaba - MG,MG,79708
2017,3131158,Ipaba - MG,MG,147649
2017,3131208,Ipanema - MG,MG,230053
2017,3131307,Ipatinga - MG,MG,9666655
2017,3131406,Ipiaçu - MG,MG,97497
2017,3131505,Ipuiúna - MG,MG,132856
2017,3131604,Iraí de Minas - MG,MG,213342
2017,3131703,Itabira - MG,MG,5223193
2017,3131802,Itabirinha - MG,MG,97933
2017,3131901,Itabirito - MG,MG,3940439
2017,3132008,Itacambira - MG,MG,58058
2017,3132107,Itacarambi - MG,MG,189326
2017,3132206,Itaguara - MG,MG,268123
2017,3132305,Itaipé - MG,MG,86368
2017,3132404,Itajubá - MG,MG,3010403
2017,3132503,Itamarandiba - MG,MG,403732
2017,3132602,Itamarati de Minas - MG,MG,56509
2017,3132701,Itambacuri - MG,MG,259491
2017,3132800,Itambé do Mato Dentro - MG,MG,25766
2017,3132909,Itamogi - MG,MG,169730
2017,3133006,Itamonte - MG,MG,722943
2017,3133105,Itanhandu - MG,MG,420657
2017,3133204,Itanhomi - MG,MG,113449
2017,3133303,Itaobim - MG,MG,255053
2017,3133402,Itapagipe - MG,MG,454962
2017,3133501,Itapecerica - MG,MG,463374
2017,3133600,Itapeva - MG,MG,302883
2017,3133709,Itatiaiuçu - MG,MG,960661
2017,3133758,Itaú de Minas - MG,MG,509321
2017,3133808,Itaúna - MG,MG,3029964
2017,3133907,Itaverava - MG,MG,48336
2017,3134004,Itinga - MG,MG,122229
2017,3134103,Itueta - MG,MG,81333
2017,3134202,Ituiutaba - MG,MG,2895871
2017,3134301,Itumirim - MG,MG,61545
2017,3134400,Iturama - MG,MG,1725983
2017,3134509,Itutinga - MG,MG,83550
2017,3134608,Jaboticatubas - MG,MG,205297
2017,3134707,Jacinto - MG,MG,101966
2017,3134806,Jacuí - MG,MG,109689
2017,3134905,Jacutinga - MG,MG,633788
2017,3135001,Jaguaraçu - MG,MG,64958
2017,3135050,Jaíba - MG,MG,555254
2017,3135076,Jampruca - MG,MG,54502
2017,3135100,Janaúba - MG,MG,1096826
2017,3135209,Januária - MG,MG,676308
2017,3135308,Japaraíba - MG,MG,68416
2017,3135357,Japonvar - MG,MG,57654
2017,3135407,Jeceaba - MG,MG,770515
2017,3135456,Jenipapo de Minas - MG,MG,69760
2017,3135506,Jequeri - MG,MG,145473
2017,3135605,Jequitaí - MG,MG,78647
2017,3135704,Jequitibá - MG,MG,89202
2017,3135803,Jequitinhonha - MG,MG,225098
2017,3135902,Jesuânia - MG,MG,64401
2017,3136009,Joaíma - MG,MG,131819
2017,3136108,Joanésia - MG,MG,77144
2017,3136207,João Monlevade - MG,MG,2590756
2017,3136306,João Pinheiro - MG,MG,1462034
2017,3136405,Joaquim Felício - MG,MG,40378
2017,3136504,Jordânia - MG,MG,82015
2017,3136520,José Gonçalves de Minas - MG,MG,44991
2017,3136553,José Raydan - MG,MG,54606
2017,3136579,Josenópolis - MG,MG,36223
2017,3136603,Nova União - MG,MG,82164
2017,3136652,Juatuba - MG,MG,1202317
2017,3136702,Juiz de Fora - MG,MG,15990009
2017,3136801,Juramento - MG,MG,36755
2017,3136900,Juruaia - MG,MG,164669
2017,3136959,Juvenília - MG,MG,50146
2017,3137007,Ladainha - MG,MG,113162
2017,3137106,Lagamar - MG,MG,262615
2017,3137205,Lagoa da Prata - MG,MG,1631758
2017,3137304,Lagoa dos Patos - MG,MG,44678
2017,3137403,Lagoa Dourada - MG,MG,202055
2017,3137502,Lagoa Formosa - MG,MG,333814
2017,3137536,Lagoa Grande - MG,MG,227765
2017,3137601,Lagoa Santa - MG,MG,1661191
2017,3137700,Lajinha - MG,MG,313283
2017,3137809,Lambari - MG,MG,333523
2017,3137908,Lamim - MG,MG,40216
2017,3138005,Laranjal - MG,MG,75712
2017,3138104,Lassance - MG,MG,111960
2017,3138203,Lavras - MG,MG,2486306
2017,3138302,Leandro Ferreira - MG,MG,38517
2017,3138351,Leme do Prado - MG,MG,50546
2017,3138401,Leopoldina - MG,MG,1038955
2017,3138500,Liberdade - MG,MG,81900
2017,3138609,Lima Duarte - MG,MG,250861
2017,3138625,Limeira do Oeste - MG,MG,342568
2017,3138658,Lontra - MG,MG,65128
2017,3138674,Luisburgo - MG,MG,81967
2017,3138682,Luislândia - MG,MG,48543
2017,3138708,Luminárias - MG,MG,102201
2017,3138807,Luz - MG,MG,487070
2017,3138906,Machacalis - MG,MG,74521
2017,3139003,Machado - MG,MG,962260
2017,3139102,Madre de Deus de Minas - MG,MG,156661
2017,3139201,Malacacheta - MG,MG,181490
2017,3139250,Mamonas - MG,MG,47993
2017,3139300,Manga - MG,MG,187800
2017,3139409,Manhuaçu - MG,MG,2386664
2017,3139508,Manhumirim - MG,MG,448202
2017,3139607,Mantena - MG,MG,376868
2017,3139706,Maravilhas - MG,MG,115234
2017,3139805,Mar de Espanha - MG,MG,170449
2017,3139904,Maria da Fé - MG,MG,157653
2017,3140001,Mariana - MG,MG,2899109
2017,3140100,Marilac - MG,MG,42057
2017,3140159,Mário Campos - MG,MG,154911
2017,3140209,Maripá de Minas - MG,MG,57643
2017,3140308,Marliéria - MG,MG,39495
2017,3140407,Marmelópolis - MG,MG,30952
2017,3140506,Martinho Campos - MG,MG,320819
2017,3140530,Martins Soares - MG,MG,135902
2017,3140555,Mata Verde - MG,MG,62619
2017,3140605,Materlândia - MG,MG,44127
2017,3140704,Mateus Leme - MG,MG,692535
2017,3140803,Matias Barbosa - MG,MG,505432
2017,3140852,Matias Cardoso - MG,MG,132262
2017,3140902,Matipó - MG,MG,241024
2017,3141009,Mato Verde - MG,MG,119946
2017,3141108,Matozinhos - MG,MG,1003673
2017,3141207,Matutina - MG,MG,63001
2017,3141306,Medeiros - MG,MG,120499
2017,3141405,Medina - MG,MG,215514
2017,3141504,Mendes Pimentel - MG,MG,56106
2017,3141603,Mercês - MG,MG,115991
2017,3141702,Mesquita - MG,MG,45476
2017,3141801,Minas Novas - MG,MG,251498
2017,3141900,Minduri - MG,MG,70615
2017,3142007,Mirabela - MG,MG,122795
2017,3142106,Miradouro - MG,MG,130089
2017,3142205,Miraí - MG,MG,242606
2017,3142254,Miravânia - MG,MG,36847
2017,3142304,Moeda - MG,MG,59013
2017,3142403,Moema - MG,MG,106939
2017,3142502,Monjolos - MG,MG,41289
2017,3142601,Monsenhor Paulo - MG,MG,195527
2017,3142700,Montalvânia - MG,MG,126213
2017,3142809,Monte Alegre de Minas - MG,MG,551193
2017,3142908,Monte Azul - MG,MG,190658
2017,3143005,Monte Belo - MG,MG,282956
2017,3143104,Monte Carmelo - MG,MG,1091727
2017,3143153,Monte Formoso - MG,MG,32087
2017,3143203,Monte Santo de Minas - MG,MG,357422
2017,3143302,Montes Claros - MG,MG,8967797
2017,3143401,Monte Sião - MG,MG,413101
2017,3143450,Montezuma - MG,MG,60269
2017,3143500,Morada Nova de Minas - MG,MG,272361
2017,3143609,Morro da Garça - MG,MG,47264
2017,3143708,Morro do Pilar - MG,MG,32574
2017,3143807,Munhoz - MG,MG,88032
2017,3143906,Muriaé - MG,MG,2100497
2017,3144003,Mutum - MG,MG,374290
2017,3144102,Muzambinho - MG,MG,415086
2017,3144201,Nacip Raydan - MG,MG,27006
2017,3144300,Nanuque - MG,MG,644021
2017,3144359,Naque - MG,MG,68615
2017,3144375,Natalândia - MG,MG,43839
2017,3144409,Natércia - MG,MG,67921
2017,3144508,Nazareno - MG,MG,208793
2017,3144607,Nepomuceno - MG,MG,444299
2017,3144656,Ninheira - MG,MG,75958
2017,3144672,Nova Belém - MG,MG,37655
2017,3144706,Nova Era - MG,MG,321599
2017,3144805,Nova Lima - MG,MG,9117141
2017,3144904,Nova Módica - MG,MG,42533
2017,3145000,Nova Ponte - MG,MG,772973
2017,3145059,Nova Porteirinha - MG,MG,104542
2017,3145109,Nova Resende - MG,MG,296597
2017,3145208,Nova Serrana - MG,MG,2603063
2017,3145307,Novo Cruzeiro - MG,MG,233637
2017,3145356,Novo Oriente de Minas - MG,MG,81944
2017,3145372,Novorizonte - MG,MG,50754
2017,3145406,Olaria - MG,MG,23635
2017,3145455,Olhos-d'Água - MG,MG,120829
2017,3145505,Olímpio Noronha - MG,MG,36589
2017,3145604,Oliveira - MG,MG,848146
2017,3145703,Oliveira Fortes - MG,MG,30147
2017,3145802,Onça de Pitangui - MG,MG,49110
2017,3145851,Oratórios - MG,MG,53327
2017,3145877,Orizânia - MG,MG,80575
2017,3145901,Ouro Branco - MG,MG,3360517
2017,3146008,Ouro Fino - MG,MG,657852
2017,3146107,Ouro Preto - MG,MG,4647154
2017,3146206,Ouro Verde de Minas - MG,MG,46240
2017,3146255,Padre Carvalho - MG,MG,50313
2017,3146305,Padre Paraíso - MG,MG,168937
2017,3146404,Paineiras - MG,MG,59756
2017,3146503,Pains - MG,MG,311190
2017,3146552,Pai Pedro - MG,MG,43445
2017,3146602,Paiva - MG,MG,22165
2017,3146701,Palma - MG,MG,68944
2017,3146750,Palmópolis - MG,MG,47116
2017,3146909,Papagaios - MG,MG,250221
2017,3147006,Paracatu - MG,MG,3509504
2017,3147105,Pará de Minas - MG,MG,2745667
2017,3147204,Paraguaçu - MG,MG,481617
2017,3147303,Paraisópolis - MG,MG,578217
2017,3147402,Paraopeba - MG,MG,565418
2017,3147501,Passabém - MG,MG,19820
2017,3147600,Passa Quatro - MG,MG,376241
2017,3147709,Passa Tempo - MG,MG,187769
2017,3147808,Passa Vinte - MG,MG,32145
2017,3147907,Passos - MG,MG,2387556
2017,3147956,Patis - MG,MG,44517
2017,3148004,Patos de Minas - MG,MG,4378909
2017,3148103,Patrocínio - MG,MG,2737824
2017,3148202,Patrocínio do Muriaé - MG,MG,74361
2017,3148301,Paula Cândido - MG,MG,95273
2017,3148400,Paulistas - MG,MG,43964
2017,3148509,Pavão - MG,MG,69523
2017,3148608,Peçanha - MG,MG,179174
2017,3148707,Pedra Azul - MG,MG,273042
2017,3148756,Pedra Bonita - MG,MG,62333
2017,3148806,Pedra do Anta - MG,MG,48692
2017,3148905,Pedra do Indaiá - MG,MG,79388
2017,3149002,Pedra Dourada - MG,MG,34958
2017,3149101,Pedralva - MG,MG,129793
2017,3149150,Pedras de Maria da Cruz - MG,MG,84538
2017,3149200,Pedrinópolis - MG,MG,106528
2017,3149309,Pedro Leopoldo - MG,MG,1437510
2017,3149408,Pedro Teixeira - MG,MG,21377
2017,3149507,Pequeri - MG,MG,42885
2017,3149606,Pequi - MG,MG,60366
2017,3149705,Perdigão - MG,MG,214033
2017,3149804,Perdizes - MG,MG,600359
2017,3149903,Perdões - MG,MG,478433
2017,3149952,Periquito - MG,MG,72610
2017,3150000,Pescador - MG,MG,38631
2017,3150109,Piau - MG,MG,46516
2017,3150158,Piedade de Caratinga - MG,MG,88779
2017,3150208,Piedade de Ponte Nova - MG,MG,49994
2017,3150307,Piedade do Rio Grande - MG,MG,73776
2017,3150406,Piedade dos Gerais - MG,MG,62143
2017,3150505,Pimenta - MG,MG,177682
2017,3150539,Pingo-d'Água - MG,MG,38711
2017,3150570,Pintópolis - MG,MG,56757
2017,3150604,Piracema - MG,MG,105262
2017,3150703,Pirajuba - MG,MG,308772
2017,3150802,Piranga - MG,MG,159805
2017,3150901,Piranguçu - MG,MG,53587
2017,3151008,Piranguinho - MG,MG,101907
2017,3151107,Pirapetinga - MG,MG,588957
2017,3151206,Pirapora - MG,MG,1837287
2017,3151305,Piraúba - MG,MG,164069
2017,3151404,Pitangui - MG,MG,509921
2017,3151503,Piumhi - MG,MG,866590
2017,3151602,Planura - MG,MG,488218
2017,3151701,Poço Fundo - MG,MG,259193
2017,3151800,Poços de Caldas - MG,MG,6366825
2017,3151909,Pocrane - MG,MG,101932
2017,3152006,Pompéu - MG,MG,731803
2017,3152105,Ponte Nova - MG,MG,1649843
2017,3152131,Ponto Chique - MG,MG,38234
2017,3152170,Ponto dos Volantes - MG,MG,81522
2017,3152204,Porteirinha - MG,MG,335665
2017,3152303,Porto Firme - MG,MG,90556
2017,3152402,Poté - MG,MG,137602
2017,3152501,Pouso Alegre - MG,MG,7390810
2017,3152600,Pouso Alto - MG,MG,220793
2017,3152709,Prados - MG,MG,152090
2017,3152808,Prata - MG,MG,928682
2017,3152907,Pratápolis - MG,MG,137981
2017,3153004,Pratinha - MG,MG,94155
2017,3153103,Presidente Bernardes - MG,MG,46945
2017,3153202,Presidente Juscelino - MG,MG,42499
2017,3153301,Presidente Kubitschek - MG,MG,27659
2017,3153400,Presidente Olegário - MG,MG,452692
2017,3153509,Alto Jequitibá - MG,MG,120232
2017,3153608,Prudente de Morais - MG,MG,144569
2017,3153707,Quartel Geral - MG,MG,50627
2017,3153806,Queluzito - MG,MG,29149
2017,3153905,Raposos - MG,MG,298129
2017,3154002,Raul Soares - MG,MG,293270
2017,3154101,Recreio - MG,MG,98431
2017,3154150,Reduto - MG,MG,92600
2017,3154200,Resende Costa - MG,MG,154881
2017,3154309,Resplendor - MG,MG,221913
2017,3154408,Ressaquinha - MG,MG,171694
2017,3154457,Riachinho - MG,MG,90681
2017,3154507,Riacho dos Machados - MG,MG,205894
2017,3154606,Ribeirão das Neves - MG,MG,3856596
2017,3154705,Ribeirão Vermelho - MG,MG,85733
2017,3154804,Rio Acima - MG,MG,131655
2017,3154903,Rio Casca - MG,MG,186960
2017,3155009,Rio Doce - MG,MG,35979
2017,3155108,Rio do Prado - MG,MG,39855
2017,3155207,Rio Espera - MG,MG,46659
2017,3155306,Rio Manso - MG,MG,81000
2017,3155405,Rio Novo - MG,MG,111022
2017,3155504,Rio Paranaíba - MG,MG,499052
2017,3155603,Rio Pardo de Minas - MG,MG,259982
2017,3155702,Rio Piracicaba - MG,MG,511167
2017,3155801,Rio Pomba - MG,MG,300535
2017,3155900,Rio Preto - MG,MG,55122
2017,3156007,Rio Vermelho - MG,MG,112780
2017,3156106,Ritápolis - MG,MG,69118
2017,3156205,Rochedo de Minas - MG,MG,25830
2017,3156304,Rodeiro - MG,MG,409843
2017,3156403,Romaria - MG,MG,136021
2017,3156452,Rosário da Limeira - MG,MG,47753
2017,3156502,Rubelita - MG,MG,56558
2017,3156601,Rubim - MG,MG,85337
2017,3156700,Sabará - MG,MG,2524899
2017,3156809,Sabinópolis - MG,MG,182223
2017,3156908,Sacramento - MG,MG,1531441
2017,3157005,Salinas - MG,MG,553787
2017,3157104,Salto da Divisa - MG,MG,97660
2017,3157203,Santa Bárbara - MG,MG,766291
2017,3157252,Santa Bárbara do Leste - MG,MG,79345
2017,3157278,Santa Bárbara do Monte Verde - MG,MG,38743
2017,3157302,Santa Bárbara do Tugúrio - MG,MG,56009
2017,3157336,Santa Cruz de Minas - MG,MG,88465
2017,3157377,Santa Cruz de Salinas - MG,MG,37556
2017,3157401,Santa Cruz do Escalvado - MG,MG,48725
2017,3157500,Santa Efigênia de Minas - MG,MG,39966
2017,3157609,Santa Fé de Minas - MG,MG,37873
2017,3157658,Santa Helena de Minas - MG,MG,44429
2017,3157708,Santa Juliana - MG,MG,640224
2017,3157807,Santa Luzia - MG,MG,3785048
2017,3157906,Santa Margarida - MG,MG,271958
2017,3158003,Santa Maria de Itabira - MG,MG,165438
2017,3158102,Santa Maria do Salto - MG,MG,40113
2017,3158201,Santa Maria do Suaçuí - MG,MG,133387
2017,3158300,Santana da Vargem - MG,MG,136252
2017,3158409,Santana de Cataguases - MG,MG,38773
2017,3158508,Santana de Pirapama - MG,MG,83329
2017,3158607,Santana do Deserto - MG,MG,39325
2017,3158706,Santana do Garambéu - MG,MG,28649
2017,3158805,Santana do Jacaré - MG,MG,76013
2017,3158904,Santana do Manhuaçu - MG,MG,109821
2017,3158953,Santana do Paraíso - MG,MG,490303
2017,3159001,Santana do Riacho - MG,MG,61255
2017,3159100,Santana dos Montes - MG,MG,32700
2017,3159209,Santa Rita de Caldas - MG,MG,146479
2017,3159308,Santa Rita de Jacutinga - MG,MG,55138
2017,3159357,Santa Rita de Minas - MG,MG,77652
2017,3159407,Santa Rita de Ibitipoca - MG,MG,56789
2017,3159506,Santa Rita do Itueto - MG,MG,126013
2017,3159605,Santa Rita do Sapucaí - MG,MG,1558173
2017,3159704,Santa Rosa da Serra - MG,MG,55863
2017,3159803,Santa Vitória - MG,MG,721373
2017,3159902,Santo Antônio do Amparo - MG,MG,249715
2017,3160009,Santo Antônio do Aventureiro - MG,MG,44598
2017,3160108,Santo Antônio do Grama - MG,MG,70856
2017,3160207,Santo Antônio do Itambé - MG,MG,34641
2017,3160306,Santo Antônio do Jacinto - MG,MG,89129
2017,3160405,Santo Antônio do Monte - MG,MG,529044
2017,3160454,Santo Antônio do Retiro - MG,MG,48678
2017,3160504,Santo Antônio do Rio Abaixo - MG,MG,22201
2017,3160603,Santo Hipólito - MG,MG,33654
2017,3160702,Santos Dumont - MG,MG,906123
2017,3160801,São Bento Abade - MG,MG,60872
2017,3160900,São Brás do Suaçuí - MG,MG,51230
2017,3160959,São Domingos das Dores - MG,MG,66634
2017,3161007,São Domingos do Prata - MG,MG,241204
2017,3161056,São Félix de Minas - MG,MG,35929
2017,3161106,São Francisco - MG,MG,495013
2017,3161205,São Francisco de Paula - MG,MG,96228
2017,3161304,São Francisco de Sales - MG,MG,144458
2017,3161403,São Francisco do Glória - MG,MG,53372
2017,3161502,São Geraldo - MG,MG,204659
2017,3161601,São Geraldo da Piedade - MG,MG,36105
2017,3161650,São Geraldo do Baixio - MG,MG,37035
2017,3161700,São Gonçalo do Abaeté - MG,MG,211087
2017,3161809,São Gonçalo do Pará - MG,MG,232681
2017,3161908,São Gonçalo do Rio Abaixo - MG,MG,3125581
2017,3162005,São Gonçalo do Sapucaí - MG,MG,612130
2017,3162104,São Gotardo - MG,MG,757619
2017,3162203,São João Batista do Glória - MG,MG,140981
2017,3162252,São João da Lagoa - MG,MG,42221
2017,3162302,São João da Mata - MG,MG,42207
2017,3162401,São João da Ponte - MG,MG,195981
2017,3162450,São João das Missões - MG,MG,78291
2017,3162500,São João del Rei - MG,MG,2033470
2017,3162559,São João do Manhuaçu - MG,MG,148526
2017,3162575,São João do Manteninha - MG,MG,54143
2017,3162609,São João do Oriente - MG,MG,79679
2017,3162658,São João do Pacuí - MG,MG,33974
2017,3162708,São João do Paraíso - MG,MG,200161
2017,3162807,São João Evangelista - MG,MG,169054
2017,3162906,São João Nepomuceno - MG,MG,413804
2017,3162922,São Joaquim de Bicas - MG,MG,602811
2017,3162948,São José da Barra - MG,MG,685066
2017,3162955,São José da Lapa - MG,MG,490896
2017,3163003,São José da Safira - MG,MG,38415
2017,3163102,São José da Varginha - MG,MG,83216
2017,3163201,São José do Alegre - MG,MG,42758
2017,3163300,São José do Divino - MG,MG,36655
2017,3163409,São José do Goiabal - MG,MG,54074
2017,3163508,São José do Jacuri - MG,MG,64897
2017,3163607,São José do Mantimento - MG,MG,31435
2017,3163706,São Lourenço - MG,MG,977055
2017,3163805,São Miguel do Anta - MG,MG,77373
2017,3163904,São Pedro da União - MG,MG,98055
2017,3164001,São Pedro dos Ferros - MG,MG,110094
2017,3164100,São Pedro do Suaçuí - MG,MG,57938
2017,3164209,São Romão - MG,MG,142497
2017,3164308,São Roque de Minas - MG,MG,193996
2017,3164407,São Sebastião da Bela Vista - MG,MG,339819
2017,3164431,São Sebastião da Vargem Alegre - MG,MG,46152
2017,3164472,São Sebastião do Anta - MG,MG,68162
2017,3164506,São Sebastião do Maranhão - MG,MG,73154
2017,3164605,São Sebastião do Oeste - MG,MG,301817
2017,3164704,São Sebastião do Paraíso - MG,MG,1937801
2017,3164803,São Sebastião do Rio Preto - MG,MG,18767
2017,3164902,São Sebastião do Rio Verde - MG,MG,27162
2017,3165008,São Tiago - MG,MG,161471
2017,3165107,São Tomás de Aquino - MG,MG,138381
2017,3165206,São Tomé das Letras - MG,MG,89577
2017,3165305,São Vicente de Minas - MG,MG,163002
2017,3165404,Sapucaí-Mirim - MG,MG,97188
2017,3165503,Sardoá - MG,MG,58901
2017,3165537,Sarzedo - MG,MG,895184
2017,3165552,Setubinha - MG,MG,86745
2017,3165560,Sem-Peixe - MG,MG,29917
2017,3165578,Senador Amaral - MG,MG,55958
2017,3165602,Senador Cortes - MG,MG,26799
2017,3165701,Senador Firmino - MG,MG,72191
2017,3165800,Senador José Bento - MG,MG,22674
2017,3165909,Senador Modestino Gonçalves - MG,MG,92084
2017,3166006,Senhora de Oliveira - MG,MG,68279
