INSTITUICAO,COD_IBGE,UF,POPULACAO,INDICADOR_1,NOTA_1,INDICADOR_2,NOTA_2,INDICADOR_3,NOTA_3,CLASSIFICACAO_CAPAG,ANO_BASE
Prefeitura Municipal de Planalto Alegre - SC,4213153,SC,2823,"0,019503812",A,"0,926112287",B,,n.d.,n.d.,2017
Prefeitura Municipal de Planalto da Serra - MT,5106455,MT,2620,"0,047396234",A,"0,90950116",B,"-0,653361793",C,C,2017
Prefeitura Municipal de Planura - MG,3151602,MG,11656,"0,091974963",A,"0,94436161",B,"1,186958491",C,C,2017
Prefeitura Municipal de Platina - SP,3539707,SP,3461,"0,008958925",A,"0,965117501",C,,n.d.,n.d.,2017
Prefeitura Municipal de Poá - SP,3539806,SP,114650,"0,031423668",A,"0,927981759",B,"0,590882054",A,B,2017
Prefeitura Municipal de Poção - PE,2611200,PE,11266,"0,241881933",A,"0,973094973",C,"13,2083401",C,C,2017
Prefeitura Municipal de Poção de Pedras - MA,2108900,MA,,,n.d.,"1,012090223",C,"0,841842237",A,n.d.,2017
Prefeitura Municipal de Pocinhos - PB,2512002,PB,18451,"0,910288493",B,"1,028993049",C,"1,961359864",C,C,2017
Prefeitura Municipal de Poço Branco - RN,2410108,RN,,,n.d.,"0,974766843",C,,n.d.,n.d.,2017
Prefeitura Municipal de Poço Dantas - PB,2512036,PB,3774,"0,089521785",A,"0,958182155",C,"0,205105543",A,C,2017
Prefeitura Municipal de Poço das Antas - RS,4314753,RS,2108,"0,026434687",A,"0,869745202",A,"0,007853895",A,A,2017
Prefeitura Municipal de Poço das Trincheiras - AL,2707206,AL,,,n.d.,"0,951933981",C,,n.d.,n.d.,2017
Prefeitura Municipal de Poço de José de Moura - PB,2512077,PB,4282,"0,001281111",A,"0,888559446",A,"55,92999132",C,C,2017
Prefeitura Municipal de Poço Fundo - MG,3151701,MG,16841,"0,00770581",A,"0,884650366",A,0,n.d.,n.d.,2017
Prefeitura Municipal de Poço Redondo - SE,2805406,SE,34147,0,A,"1,00735679",C,"40,18531208",C,C,2017
Prefeitura Municipal de Poço Verde - SE,2805505,SE,23580,0,A,"0,95390634",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Poções - BA,2925105,BA,48798,"0,922125429",B,"1,011826376",C,"6,732995088",C,C,2017
Prefeitura Municipal de Poconé - MT,5106505,MT,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Poços de Caldas - MG,3151800,MG,164912,"0,217031231",A,"0,993920189",C,"0,91636598",A,C,2017
Prefeitura Municipal de Pocrane - MG,3151909,MG,,,n.d.,"0,904013552",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pojuca - BA,2925204,BA,37993,"0,41773847",A,"0,966031725",C,"0,138156",A,C,2017
Prefeitura Municipal de Poloni - SP,3539905,SP,5884,"0,168859459",A,"0,829265622",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pombal - PB,2512101,PB,32739,"0,263417448",A,"0,952484376",C,"2,310840823",C,C,2017
Prefeitura Municipal de Pombos - PE,2611309,PE,26902,"0,121742946",A,"1,029211386",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pomerode - SC,4213203,SC,31760,"0,015668451",A,"0,851502157",A,"0,073520155",A,A,2017
Prefeitura Municipal de Pompéia - SP,3540002,SP,21526,"0,05508718",A,"0,971326008",C,1,C,C,2017
Prefeitura Municipal de Pompéu - MG,3152006,MG,31401,"0,295126898",A,"0,884746027",A,"0,494631421",A,A,2017
Prefeitura Municipal de Pongaí - SP,3540101,SP,3494,"0,045373234",A,"1,013281525",C,,n.d.,n.d.,2017
Prefeitura Municipal de Ponta de Pedras - PA,1505700,PA,29700,"0,071944108",A,"0,996908124",C,"0,673388855",A,C,2017
Prefeitura Municipal de Ponta Grossa - PR,4119905,PR,341130,"0,616159064",B,"0,900827778",B,"0,488815242",A,B,2017
Prefeitura Municipal de Ponta Porã - MS,5006606,MS,88164,"0,070657208",A,"0,869256585",A,"0,119623205",A,A,2017
Prefeitura Municipal de Pontal - SP,3540200,SP,46818,"0,282663168",A,"0,952528104",C,"-0,368253936",C,C,2017
Prefeitura Municipal de Pontal do Araguaia - MT,5106653,MT,6259,"0,076320058",A,"0,881758945",A,"0,1793103",A,A,2017
Prefeitura Municipal de Pontal do Paraná - PR,4119954,PR,24878,"0,044306023",A,"0,929667011",B,"0,040374081",A,B,2017
Prefeitura Municipal de Pontalina - GO,5217708,GO,,,n.d.,"0,938076206",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pontalinda - SP,3540259,SP,,,n.d.,"0,917798683",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pontão - RS,4314779,RS,3988,"0,113733362",A,"0,803228925",A,"0,3395066",A,A,2017
Prefeitura Municipal de Ponte Alta - SC,4213302,SC,4796,"0,02507628",A,"0,980433781",C,"3,533661156",C,C,2017
Prefeitura Municipal de Ponte Alta do Bom Jesus - TO,1717800,TO,,,n.d.,"1,04333535",C,,n.d.,n.d.,2017
Prefeitura Municipal de Ponte Alta do Norte - SC,4213351,SC,3405,0,A,"0,925566608",B,,n.d.,n.d.,2017
Prefeitura Municipal de Ponte Alta do Tocantins - TO,1717909,TO,,,n.d.,"0,966551063",C,,n.d.,n.d.,2017
Prefeitura Municipal de Ponte Branca - MT,5106703,MT,1588,0,A,"0,903000538",B,,n.d.,n.d.,2017
Prefeitura Municipal de Ponte Nova - MG,3152105,MG,60188,"0,05457948",A,"0,898434444",A,"0,027079182",A,A,2017
Prefeitura Municipal de Ponte Preta - RS,4314787,RS,1717,0,A,"0,895536912",A,"0,093826054",A,A,2017
Prefeitura Municipal de Ponte Serrada - SC,4213401,SC,11499,0,A,"0,930129415",B,"0,092470214",A,B,2017
Prefeitura Municipal de Pontes e Lacerda - MT,5106752,MT,43538,"0,004202561",A,"0,843373156",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pontes Gestal - SP,3540309,SP,2593,"0,335439029",A,"0,857432787",A,,n.d.,n.d.,2017
Prefeitura Municipal de Ponto Belo - ES,3204252,ES,7826,"0,00816287",A,"0,901969162",B,"0,041101257",A,B,2017
Prefeitura Municipal de Ponto Chique - MG,3152131,MG,4236,0,A,"1,015194794",C,,n.d.,n.d.,2017
Prefeitura Municipal de Ponto dos Volantes - MG,3152170,MG,12078,"0,003025353",A,"0,904178884",B,"0,161542989",A,B,2017
Prefeitura Municipal de Ponto Novo - BA,2925253,BA,15892,"0,930563519",B,"0,978811937",C,"0,019926386",A,C,2017
Prefeitura Municipal de Populina - SP,3540408,SP,4254,"0,420597122",A,"0,905635212",B,,n.d.,n.d.,2017
Prefeitura Municipal de Poranga - CE,2311009,CE,,,n.d.,"1,001290753",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porangaba - SP,3540507,SP,9434,"0,038531749",A,"0,919544554",B,"2,858798152",C,C,2017
Prefeitura Municipal de Porangatu - GO,5218003,GO,45055,"0,188016245",A,"1,030882823",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porciúncula - RJ,3304102,RJ,,,n.d.,"0,974810844",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porecatu - PR,4120002,PR,13863,"0,675548347",B,"0,933301205",B,"9,70410164",C,C,2017
Prefeitura Municipal de Portalegre - RN,2410207,RN,,,n.d.,"0,889834036",A,,n.d.,n.d.,2017
Prefeitura Municipal de Portão - RS,4314803,RS,34353,"0,019083759",A,"0,776721793",A,"0,308418532",A,A,2017
Prefeitura Municipal de Porteirão - GO,5218052,GO,3715,"0,476787072",A,"0,822566836",A,"2,965910975",C,C,2017
Prefeitura Municipal de Porteiras - CE,2311108,CE,14965,"0,089245399",A,"0,989847365",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Porteirinha - MG,3152204,MG,38730,"0,264778496",A,"1,016913815",C,,n.d.,n.d.,2017
Prefeitura Municipal de Portel - PA,1505809,PA,59322,"0,005223651",A,"1,000668627",C,"8,956495413",C,C,2017
Prefeitura Municipal de Portelândia - GO,5218102,GO,4030,"0,288814252",A,"0,974158571",C,"3,25983508",C,C,2017
Prefeitura Municipal de Porto - PI,2208502,PI,,,n.d.,"1,012109891",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Acre - AC,1200807,AC,17111,0,A,"0,892817877",A,"0,088136283",A,A,2017
Prefeitura Municipal de Porto Alegre - RS,4314902,RS,1481019,"0,336174793",A,"0,922266819",B,"-2,376559221",C,C,2017
Prefeitura Municipal de Porto Alegre do Norte - MT,5106778,MT,11837,"0,000280266",A,"0,976546761",C,"0,836409943",A,C,2017
Prefeitura Municipal de Porto Alegre do Piauí - PI,2208551,PI,2656,"0,263077778",A,"0,99000414",C,"0,018520622",A,C,2017
Prefeitura Municipal de Porto Alegre do Tocantins - TO,1718006,TO,,,n.d.,"0,969457891",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Amazonas - PR,4120101,PR,4809,"0,043540381",A,"1,33671E+15",C,"0,056930512",A,C,2017
Prefeitura Municipal de Porto Barreiro - PR,4120150,PR,3527,"0,111831001",A,"0,889831951",A,"10,43935411",C,C,2017
Prefeitura Municipal de Porto Belo - SC,4213500,SC,19744,"0,049182397",A,"0,842968602",A,"0,093953399",A,A,2017
Prefeitura Municipal de Porto Calvo - AL,2707305,AL,,,n.d.,"0,980782065",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porto da Folha - SE,2805604,SE,28615,0,A,"0,966332425",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porto de Moz - PA,1505908,PA,39246,"0,000168351",A,,n.d.,"0,893185382",A,n.d.,2017
Prefeitura Municipal de Porto de Pedras - AL,2707404,AL,,,n.d.,"1,047882301",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porto do Mangue - RN,2410256,RN,6691,"0,039110809",A,"1,02396532",C,"-0,309070443",C,C,2017
Prefeitura Municipal de Porto dos Gaúchos - MT,5106802,MT,,,n.d.,"0,926571837",B,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Esperidião - MT,5106828,MT,11535,"0,008132699",A,"0,880925027",A,0,n.d.,n.d.,2017
Prefeitura Municipal de Porto Estrela - MT,5106851,MT,3064,0,A,"0,840145644",A,"0,220416043",A,A,2017
Prefeitura Municipal de Porto Feliz - SP,3540606,SP,52221,"0,062371341",A,"0,883087665",A,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Ferreira - SP,3540705,SP,55100,"0,078396864",A,"0,924791441",B,"1,568563536",C,C,2017
Prefeitura Municipal de Porto Firme - MG,3152303,MG,11178,"0,02079098",A,"0,984012372",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Franco - MA,2109007,MA,23511,"0,215042276",A,,n.d.,"1,820777812",C,n.d.,2017
Prefeitura Municipal de Porto Grande - AP,1600535,AP,,,n.d.,"1,089930853",C,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Lucena - RS,4315008,RS,5269,"-0,006808192",A,"0,865994246",A,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Mauá - RS,4315057,RS,2546,"0,009042779",A,"0,836365081",A,"0,210753547",A,A,2017
Prefeitura Municipal de Porto Murtinho - MS,5006903,MS,16686,"0,233077651",A,"0,88432728",A,"1,836263568",C,C,2017
Prefeitura Municipal de Porto Nacional - TO,1718204,TO,,,n.d.,"0,879642615",A,,n.d.,n.d.,2017
Prefeitura Municipal de Porto Real - RJ,3304110,RJ,18552,"0,158299444",A,"1,080163228",C,"19,35994187",C,C,2017
Prefeitura Municipal de Porto Real do Colégio - AL,2707503,AL,20268,"1,145839173",B,"0,991521664",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Porto Rico - PR,4120200,PR,2610,"0,066053163",A,"0,894733619",A,"68,66737181",C,C,2017
Prefeitura Municipal de Porto Rico do Maranhão - MA,2109056,MA,5847,0,A,"1,003534551",C,"69,56242153",C,C,2017
Prefeitura Municipal de Porto Seguro - BA,2925303,BA,147444,"0,795588844",B,"0,948110938",B,,n.d.,n.d.,2017
Prefeitura Municipal de Porto União - SC,4213609,SC,35045,"0,028209251",A,"0,793339299",A,"0,012554464",A,A,2017
Prefeitura Municipal de Porto Velho - RO,1100205,RO,511219,"0,322487085",A,"0,935645192",B,"0,160976308",A,B,2017
Prefeitura Municipal de Porto Vera Cruz - RS,4315073,RS,1704,"0,006025563",A,"0,827823755",A,"0,140186173",A,A,2017
Prefeitura Municipal de Porto Vitória - PR,4120309,PR,4146,"0,00323854",A,"0,866671442",A,"0,146362246",A,A,2017
Prefeitura Municipal de Porto Walter - AC,1200393,AC,11059,"0,069601137",A,"0,938225132",B,"0,0021983",A,B,2017
Prefeitura Municipal de Porto Xavier - RS,4315107,RS,10737,"0,0353224",A,"0,852301564",A,"0,292050172",A,A,2017
Prefeitura Municipal de Posse - GO,5218300,GO,35128,"0,45",A,"0,914627194",B,,n.d.,n.d.,2017
Prefeitura Municipal de Poté - MG,3152402,MG,16573,"0,107793634",A,"0,995994966",C,"-0,345748457",C,C,2017
Prefeitura Municipal de Potengi - CE,2311207,CE,10856,"0,32392361",A,"0,85558653",A,"0,536110369",A,A,2017
Prefeitura Municipal de Potim - SP,3540754,SP,22911,"0,09565019",A,"0,890287558",A,,n.d.,n.d.,2017
Prefeitura Municipal de Potiraguá - BA,2925402,BA,8694,"0,154983601",A,"0,942537456",B,,n.d.,n.d.,2017
Prefeitura Municipal de Potirendaba - SP,3540804,SP,16857,"0,037946635",A,"0,960021434",C,"3,507624103",C,C,2017
Prefeitura Municipal de Potiretama - CE,2311231,CE,6337,"0,562665757",A,"0,95119974",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pouso Alegre - MG,3152501,MG,145535,"0,15243174",A,"0,811781452",A,"0,105876513",A,A,2017
Prefeitura Municipal de Pouso Alto - MG,3152600,MG,6210,"0,156166055",A,"0,983951551",C,"0,55678664",A,C,2017
Prefeitura Municipal de Pouso Novo - RS,4315131,RS,1832,"0,043396111",A,"0,938976806",B,"0,405450941",A,B,2017
Prefeitura Municipal de Pouso Redondo - SC,4213708,SC,16692,"0,01249768",A,"0,892175889",A,"0,210707562",A,A,2017
Prefeitura Municipal de Poxoréu - MT,5107008,MT,,,n.d.,"0,966430193",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pracinha - SP,3540853,SP,3659,"0,242518237",A,"1,004651513",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pracuúba - AP,1600550,AP,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Prado - BA,2925501,BA,29273,"0,28707248",A,"0,948260461",B,,n.d.,n.d.,2017
Prefeitura Municipal de Prado Ferreira - PR,4120333,PR,3693,"0,019125575",A,"0,922131934",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pradópolis - SP,3540903,SP,20169,"0,007012682",A,"0,959930697",C,,n.d.,n.d.,2017
Prefeitura Municipal de Prados - MG,3152709,MG,8972,"0,028063595",A,"0,917069343",B,"0,235583589",A,B,2017
Prefeitura Municipal de Praia Grande - SC,4213807,SC,7367,"0,107352289",A,"0,99387983",C,"1,232239838",C,C,2017
Prefeitura Municipal de Praia Grande - SP,3541000,SP,304705,"0,077357108",A,"0,864914286",A,"0,422849494",A,A,2017
Prefeitura Municipal de Praia Norte - TO,1718303,TO,,,n.d.,"0,957804079",C,,n.d.,n.d.,2017
Prefeitura Municipal de Prainha - PA,1506005,PA,29132,0,A,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Pranchita - PR,4120358,PR,5517,"0,04704543",A,"0,877750947",A,"0,316707607",A,A,2017
Prefeitura Municipal de Prata - MG,3152808,MG,27637,"0,088436993",A,"0,972147038",C,"1,926939535",C,C,2017
Prefeitura Municipal de Prata - PB,2512200,PB,4145,"-0,013119413",A,"0,97961411",C,,n.d.,n.d.,2017
Prefeitura Municipal de Prata do Piauí - PI,2208601,PI,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Pratânia - SP,3541059,SP,5074,"0,020455972",A,"0,983199675",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pratápolis - MG,3152907,MG,8910,"0,522368759",A,"0,947642009",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pratinha - MG,3153004,MG,3543,0,A,"0,90225453",B,"0,038852065",A,B,2017
Prefeitura Municipal de Presidente Alves - SP,3541109,SP,4167,"0,159285801",A,"1,002588077",C,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Bernardes - MG,3153103,MG,5578,0,A,"0,837239806",A,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Bernardes - SP,3541208,SP,,,n.d.,"0,994142656",C,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Castello Branco - SC,4213906,SC,1630,"0,002252991",A,"0,931147105",B,"0,065396917",A,B,2017
Prefeitura Municipal de Presidente Castelo Branco - PR,4120408,PR,5186,0,A,"0,946576719",B,"1,406856151",C,C,2017
Prefeitura Municipal de Presidente Dutra - BA,2925600,BA,15699,"0,44324506",A,"0,992521799",C,"6,001865253",C,C,2017
Prefeitura Municipal de Presidente Dutra - MA,2109106,MA,46970,"0,011485249",A,"0,923432162",B,"0,667549875",A,B,2017
Prefeitura Municipal de Presidente Epitácio - SP,3541307,SP,,,n.d.,"0,900142446",B,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Figueiredo - AM,1303536,AM,33703,"0,114703544",A,"0,905320147",B,"0,220294199",A,B,2017
Prefeitura Municipal de Presidente Getúlio - SC,4214003,SC,16736,"0,125627603",A,"0,884972149",A,"0,172809811",A,A,2017
Prefeitura Municipal de Presidente Jânio Quadros - BA,2925709,BA,13456,"0,551136998",A,"0,93780019",B,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Juscelino - MA,2109205,MA,,,n.d.,"0,988207519",C,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Juscelino - MG,3153202,MG,3851,"0,087969154",A,"0,983462312",C,"0,560668324",A,C,2017
Prefeitura Municipal de Presidente Kennedy - ES,3204302,ES,11396,"0,001284668",A,"0,698674644",A,"1,395838601",C,C,2017
Prefeitura Municipal de Presidente Kennedy - TO,1718402,TO,,,n.d.,"1,002967744",C,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Kubitschek - MG,3153301,MG,3059,"0,265751814",A,"0,939698739",B,"0,040880298",A,B,2017
Prefeitura Municipal de Presidente Lucena - RS,4315149,RS,2729,0,A,"0,883348071",A,"0,34523117",A,A,2017
Prefeitura Municipal de Presidente Médici - MA,2109239,MA,6902,"0,002202269",A,"0,949397595",B,"1,001431702",C,C,2017
Prefeitura Municipal de Presidente Médici - RO,1100254,RO,22337,"0,456101538",A,"1,013004417",C,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Nereu - SC,4214102,SC,2306,"0,008541149",A,"0,957200139",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Olegário - MG,3153400,MG,19536,"0,00090553",A,"0,96769508",C,"0,14948893",A,C,2017
Prefeitura Municipal de Presidente Prudente - SP,3541406,SP,223749,"0,194582097",A,"0,941141646",B,"0,167479915",A,B,2017
Prefeitura Municipal de Presidente Sarney - MA,2109270,MA,18615,"0,024133809",A,"0,830599376",A,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Tancredo Neves - BA,2925758,BA,27803,"0,223666992",A,"1,020547841",C,"0,259136124",A,C,2017
Prefeitura Municipal de Presidente Vargas - MA,2109304,MA,,,n.d.,"0,926884188",B,,n.d.,n.d.,2017
Prefeitura Municipal de Presidente Venceslau - SP,3541505,SP,39476,"0,688952457",B,"0,985561077",C,,n.d.,n.d.,2017
Prefeitura Municipal de Primavera - PA,1506104,PA,10510,"0,017836275",A,"0,998530031",C,"2,197016246",C,C,2017
Prefeitura Municipal de Primavera - PE,2611408,PE,14657,"1,20185303",B,"0,992003923",C,"0,701461129",A,C,2017
Prefeitura Municipal de Primavera de Rondônia - RO,1101476,RO,3456,0,A,"0,983300566",C,"0,05966048",A,C,2017
Prefeitura Municipal de Primavera do Leste - MT,5107040,MT,,,n.d.,"0,888532763",A,,n.d.,n.d.,2017
Prefeitura Municipal de Primeira Cruz - MA,2109403,MA,,,n.d.,"0,886485629",A,,n.d.,n.d.,2017
Prefeitura Municipal de Primeiro de Maio - PR,4120507,PR,11265,"0,088481405",A,"0,919607038",B,"0,10469824",A,B,2017
Prefeitura Municipal de Princesa - SC,4214151,SC,2891,0,A,"0,911031404",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Princesa Isabel - PB,2512309,PB,,,n.d.,"1,06318777",C,"0,023412282",A,n.d.,2017
Prefeitura Municipal de Professor Jamil - GO,5218391,GO,3369,"0,193878976",A,"0,943703327",B,,n.d.,n.d.,2017
Prefeitura Municipal de Progresso - RS,4315156,RS,6376,0,A,"0,967536722",C,"0,001377668",A,C,2017
Prefeitura Municipal de Promissão - SP,3541604,SP,39139,"0,01516805",A,"1,019113259",C,,n.d.,n.d.,2017
Prefeitura Municipal de Propriá - SE,2805703,SE,29745,,n.d.,"0,975204975",C,"1,83219181",C,n.d.,2017
Prefeitura Municipal de Protásio Alves - RS,4315172,RS,2037,0,A,"0,867585988",A,"0,01128943",A,A,2017
Prefeitura Municipal de Prudente de Morais - MG,3153608,MG,10485,"0,096012377",A,"0,867580897",A,"0,850222603",A,A,2017
Prefeitura Municipal de Prudentópolis - PR,4120606,PR,51849,"0,074999541",A,"0,852840074",A,"0,652205284",A,A,2017
Prefeitura Municipal de Pugmil - TO,1718451,TO,,,n.d.,"0,962288447",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pureza - RN,2410405,RN,9451,"0,036597843",A,"0,967108174",C,"0,694862097",A,C,2017
Prefeitura Municipal de Putinga - RS,4315206,RS,4172,"0,000746491",A,"0,875843451",A,,n.d.,n.d.,2017
Prefeitura Municipal de Puxinanã - PB,2512408,PB,13638,"-0,014766084",A,"0,988919958",C,"2,863657571",C,C,2017
Prefeitura Municipal de Quadra - SP,3541653,SP,3634,"0,014474292",A,"0,950369696",C,,n.d.,n.d.,2017
Prefeitura Municipal de Quaraí - RS,4315305,RS,23555,"0,001942889",A,"0,981402442",C,"0,022509831",A,C,2017
Prefeitura Municipal de Quartel Geral - MG,3153707,MG,3537,"0,402289405",A,"1,016587002",C,,n.d.,n.d.,2017
Prefeitura Municipal de Quarto Centenário - PR,4120655,PR,4794,"0,055232777",A,"0,984600484",C,"7,002586605",C,C,2017
Prefeitura Municipal de Quatá - SP,3541703,SP,13798,"0,022069523",A,"0,97097823",C,,n.d.,n.d.,2017
Prefeitura Municipal de Quatiguá - PR,4120705,PR,7441,"0,006724108",A,"0,900090414",B,"0,139465235",A,B,2017
Prefeitura Municipal de Quatipuru - PA,1506112,PA,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Quatis - RJ,3304128,RJ,13666,"0,029960153",A,"0,892989893",A,"2,223593298",C,C,2017
Prefeitura Municipal de Quatro Barras - PR,4120804,PR,22353,"0,155397985",A,"0,84840106",A,"0,309589889",A,A,2017
Prefeitura Municipal de Quatro Irmãos - RS,4315313,RS,1852,"0,022100194",A,"0,95979287",C,,n.d.,n.d.,2017
Prefeitura Municipal de Quatro Pontes - PR,4120853,PR,4014,"0,074518358",A,"0,878693491",A,,n.d.,n.d.,2017
Prefeitura Municipal de Quebrangulo - AL,2707602,AL,,,n.d.,"0,946013635",B,,n.d.,n.d.,2017
Prefeitura Municipal de Quedas do Iguaçu - PR,4120903,PR,33265,"0,094789276",A,"0,930707344",B,"5,368464393",C,C,2017
Prefeitura Municipal de Queimada Nova - PI,2208650,PI,8821,"0,001957227",A,"0,950077595",C,"0,462693765",A,C,2017
Prefeitura Municipal de Queimadas - BA,2925808,BA,26525,"0,153308198",A,"0,985866734",C,"97,35190643",C,C,2017
Prefeitura Municipal de Queimadas - PB,2512507,PB,43945,"0,203027093",A,"0,927971651",B,"1,648722649",C,C,2017
Prefeitura Municipal de Queimados - RJ,3304144,RJ,144525,0,A,"0,90953899",B,,n.d.,n.d.,2017
Prefeitura Municipal de Queiroz - SP,3541802,SP,3217,0,A,"0,945313068",B,"2,809578951",C,C,2017
Prefeitura Municipal de Queluz - SP,3541901,SP,12777,"0,498829207",A,"0,92417609",B,,n.d.,n.d.,2017
Prefeitura Municipal de Queluzito - MG,3153806,MG,1953,0,A,"0,993934867",C,,n.d.,n.d.,2017
Prefeitura Municipal de Querência - MT,5107065,MT,16061,"0,019644073",A,"0,890254232",A,,n.d.,n.d.,2017
Prefeitura Municipal de Querência do Norte - PR,4121000,PR,12284,"0,138592144",A,"0,914100466",B,"0,635863368",A,B,2017
Prefeitura Municipal de Quevedos - RS,4315321,RS,2820,0,A,"0,851927827",A,,n.d.,n.d.,2017
Prefeitura Municipal de Quijingue - BA,2925907,BA,28556,"0,365429902",A,"1,048613347",C,"6,530943304",C,C,2017
Prefeitura Municipal de Quilombo - SC,4214201,SC,10096,"0,002705676",A,"0,955750233",C,"0,159713775",A,C,2017
Prefeitura Municipal de Quinta do Sol - PR,4121109,PR,4941,"0,006116363",A,"0,896410162",A,,n.d.,n.d.,2017
Prefeitura Municipal de Quintana - SP,3542008,SP,6484,"0,016788811",A,"0,924077577",B,"-0,243729471",C,C,2017
